Frequency,Z,?°
800 Hz,7.9416 m?,7.2055 °
820 Hz,7.9399 m?,7.3696 °
840 Hz,7.95 m?,7.4911 °
860 Hz,7.9542 m?,7.6218 °
880 Hz,7.963 m?,7.7154 °
900 Hz,7.971 m?,7.8516 °
920 Hz,7.9756 m?,7.912 °
940 Hz,7.9923 m?,8.0158 °
960 Hz,7.9964 m?,8.0958 °
980 Hz,8.0016 m?,8.1892 °
