+1.08986E-11,+2.35775E-03,+0,+0
-8.60620E-12,+5.90622E-01,+0,+0
+8.31823E-12,+5.40094E-02,+0,+0
+6.36359E-12,+8.67513E-03,+0,+0
+8.98197E-12,+5.23614E-02,+0,+0
+8.78275E-12,+3.89074E-02,+0,+0
+8.63756E-12,+2.15538E-03,+0,+0
+8.74494E-12,+8.72412E-03,+0,+0
+8.85967E-12,+1.03555E-02,+0,+0
+9.11292E-12,+1.17857E-02,+0,+0
+1.08828E-11,+2.41848E-03,+0,+0
-8.63017E-12,+5.89028E-01,+0,+0
+7.97105E-12,+7.05742E-02,+0,+0
+6.61674E-12,+1.19643E-01,+0,+0
+8.96160E-12,+4.94455E-02,+0,+0
+8.80333E-12,+2.24488E-02,+0,+0
+8.66674E-12,+2.70236E-03,+0,+0
+8.74989E-12,+8.32791E-03,+0,+0
+8.85706E-12,+1.02212E-02,+0,+0
+9.09900E-12,+1.14191E-02,+0,+0
+1.08847E-11,+2.15690E-03,+0,+0
-8.60580E-12,+5.90753E-01,+0,+0
+7.83451E-12,+1.77904E-02,+0,+0
+6.18102E-12,+2.74799E-02,+0,+0
+8.98927E-12,+4.40713E-02,+0,+0
+8.66085E-12,+3.11709E-02,+0,+0
+8.62701E-12,+2.10376E-03,+0,+0
+8.74539E-12,+8.47714E-03,+0,+0
+8.85000E-12,+1.04526E-02,+0,+0
+9.10125E-12,+1.09682E-02,+0,+0
+1.08782E-11,+2.06301E-03,+0,+0
-8.61936E-12,+5.89426E-01,+0,+0
+8.38032E-12,+2.43968E-03,+0,+0
+7.25023E-12,+4.17361E-02,+0,+0
+9.00315E-12,+4.92860E-02,+0,+0
+8.69247E-12,+2.27841E-02,+0,+0
+8.63654E-12,+1.29130E-03,+0,+0
+8.75153E-12,+8.51731E-03,+0,+0
+8.85807E-12,+1.03274E-02,+0,+0
+9.09191E-12,+1.16566E-02,+0,+0
+1.08888E-11,+1.79071E-03,+0,+0
-8.63673E-12,+5.87704E-01,+0,+0
+8.54272E-12,+6.73054E-02,+0,+0
+8.10471E-12,+9.17109E-03,+0,+0
+9.00792E-12,+4.62262E-02,+0,+0
+8.68434E-12,+2.76646E-02,+0,+0
+8.64545E-12,+1.71915E-03,+0,+0
+8.75800E-12,+8.25190E-03,+0,+0
+8.86250E-12,+9.46355E-03,+0,+0
+9.14232E-12,+1.17823E-02,+0,+0
+1.09072E-11,+3.17034E-03,+0,+0
-8.39384E-12,+6.09595E-01,+0,+0
+8.49376E-12,+4.74969E-02,+0,+0
+6.47177E-12,+4.39821E-02,+0,+0
+9.13193E-12,+4.86195E-02,+0,+0
+8.86580E-12,+2.73174E-02,+0,+0
+8.73807E-12,+1.60466E-03,+0,+0
+8.82983E-12,+7.38401E-03,+0,+0
+8.92764E-12,+9.40876E-03,+0,+0
+9.13359E-12,+9.67344E-03,+0,+0
+1.08976E-11,+3.07501E-03,+0,+0
-8.42306E-12,+6.07440E-01,+0,+0
+7.85520E-12,+6.37535E-02,+0,+0
+7.75200E-12,+5.04800E-03,+0,+0
+9.02773E-12,+4.63809E-02,+0,+0
+8.91921E-12,+2.38950E-02,+0,+0
+8.74604E-12,+2.12317E-03,+0,+0
+8.85547E-12,+7.77927E-03,+0,+0
+8.95308E-12,+9.88188E-03,+0,+0
+9.15181E-12,+1.07503E-02,+0,+0
+1.09420E-11,+3.85656E-03,+0,+0
-8.33389E-12,+6.17648E-01,+0,+0
+8.25197E-12,+6.44413E-02,+0,+0
+7.15221E-12,+7.79141E-02,+0,+0
+9.11191E-12,+4.53026E-02,+0,+0
+8.81680E-12,+3.23522E-02,+0,+0
+8.71533E-12,+1.44328E-03,+0,+0
+8.81390E-12,+7.17579E-03,+0,+0
+8.90297E-12,+8.97625E-03,+0,+0
+9.09937E-12,+9.83189E-03,+0,+0
+1.08704E-11,+1.97387E-03,+0,+0
-8.50731E-12,+5.93861E-01,+0,+0
+8.53229E-12,+1.25205E-02,+0,+0
+7.93283E-12,+4.25650E-02,+0,+0
+8.97898E-12,+4.97601E-02,+0,+0
+8.81479E-12,+3.74462E-02,+0,+0
+8.67966E-12,+1.15125E-03,+0,+0
+8.76256E-12,+7.46559E-03,+0,+0
+8.86700E-12,+9.66742E-03,+0,+0
+9.11371E-12,+1.14007E-02,+0,+0
+1.08974E-11,+2.21349E-03,+0,+0
-8.53784E-12,+5.95207E-01,+0,+0
+8.41577E-12,+1.09671E-02,+0,+0
+7.95042E-12,+5.56067E-02,+0,+0
+8.95402E-12,+5.12488E-02,+0,+0
+8.72392E-12,+2.85198E-02,+0,+0
+8.65435E-12,+2.52878E-03,+0,+0
+8.77047E-12,+7.76788E-03,+0,+0
+8.87243E-12,+1.00271E-02,+0,+0
+9.10842E-12,+1.11395E-02,+0,+0
+1.08909E-11,+2.25989E-03,+0,+0
-8.53831E-12,+5.94794E-01,+0,+0
+7.57334E-12,+3.52650E-02,+0,+0
+7.20992E-12,+1.52553E-01,+0,+0
+8.99964E-12,+4.20481E-02,+0,+0
+8.79645E-12,+4.46344E-02,+0,+0
+8.66200E-12,+1.76254E-03,+0,+0
+8.76829E-12,+8.13374E-03,+0,+0
+8.86494E-12,+9.92275E-03,+0,+0
+9.08764E-12,+1.09120E-02,+0,+0
+1.08831E-11,+2.32192E-03,+0,+0
-8.55994E-12,+5.93518E-01,+0,+0
+8.79711E-12,+6.22213E-03,+0,+0
+7.81948E-12,+3.28478E-02,+0,+0
+9.01905E-12,+5.69756E-02,+0,+0
+8.62786E-12,+4.20055E-02,+0,+0
+8.64292E-12,+1.56972E-03,+0,+0
+8.76483E-12,+8.43848E-03,+0,+0
+8.86312E-12,+1.01843E-02,+0,+0
+9.11867E-12,+1.21074E-02,+0,+0
+1.08754E-11,+2.35464E-03,+0,+0
-8.57747E-12,+5.92869E-01,+0,+0
+8.07627E-12,+2.09855E-02,+0,+0
+6.96667E-12,+4.09479E-02,+0,+0
+8.97601E-12,+5.48600E-02,+0,+0
+8.76294E-12,+3.77842E-02,+0,+0
+8.66028E-12,+2.19237E-03,+0,+0
+8.75304E-12,+7.77351E-03,+0,+0
+8.85479E-12,+1.02059E-02,+0,+0
+9.09749E-12,+1.13019E-02,+0,+0
+1.08843E-11,+2.23700E-03,+0,+0
-8.58039E-12,+5.91234E-01,+0,+0
+8.57036E-12,+3.68586E-02,+0,+0
+7.45116E-12,+1.09538E-01,+0,+0
+9.01826E-12,+4.64895E-02,+0,+0
+8.84385E-12,+3.12022E-02,+0,+0
+8.65827E-12,+2.78706E-03,+0,+0
+8.75000E-12,+7.90340E-03,+0,+0
+8.86388E-12,+1.02208E-02,+0,+0
+9.09772E-12,+1.23019E-02,+0,+0
+1.08810E-11,+2.36894E-03,+0,+0
-8.55762E-12,+5.94125E-01,+0,+0
+8.57743E-12,+5.83609E-03,+0,+0
+7.90905E-12,+5.52530E-02,+0,+0
+9.02601E-12,+4.48898E-02,+0,+0
+8.62234E-12,+3.12338E-02,+0,+0
+8.64620E-12,+2.23097E-03,+0,+0
+8.74991E-12,+8.65908E-03,+0,+0
+8.84887E-12,+1.02318E-02,+0,+0
+9.09985E-12,+1.15933E-02,+0,+0
+1.08744E-11,+2.32980E-03,+0,+0
-8.56542E-12,+5.93416E-01,+0,+0
+8.52124E-12,+6.05496E-02,+0,+0
+7.82825E-12,+5.69329E-03,+0,+0
+8.95547E-12,+5.60424E-02,+0,+0
+8.71328E-12,+2.49889E-02,+0,+0
+8.64674E-12,+2.37086E-03,+0,+0
+8.74389E-12,+8.25765E-03,+0,+0
+8.84553E-12,+1.02977E-02,+0,+0
+9.09127E-12,+1.16513E-02,+0,+0
+1.08801E-11,+2.63036E-03,+0,+0
-8.55443E-12,+5.94734E-01,+0,+0
+8.03780E-12,+7.91807E-02,+0,+0
+6.78118E-12,+1.38105E-01,+0,+0
+8.97318E-12,+5.16001E-02,+0,+0
+8.83073E-12,+1.61499E-02,+0,+0
+8.63741E-12,+2.05814E-03,+0,+0
+8.74996E-12,+7.83342E-03,+0,+0
+8.84980E-12,+1.05121E-02,+0,+0
+9.09753E-12,+1.24044E-02,+0,+0
+1.08780E-11,+2.21686E-03,+0,+0
