Frequency,Z,?°
200 kHz,412.147 m?,90.6413 °
300 kHz,625.492 m?,90.3981 °
400 kHz,836.284 m?,89.9318 °
500 kHz,1.036 ?,89.4499 °
600 kHz,1.2397 ?,89.3571 °
700 kHz,1.442 ?,89.3358 °
800 kHz,1.626 ?,89.1768 °
900 kHz,1.8174 ?,89.0255 °
