Frequency,Z,?°
200 kHz,366.301 m?,88.8558 °
300 kHz,551.439 m?,88.9775 °
400 kHz,734.767 m?,88.5158 °
500 kHz,908.911 m?,88.1875 °
600 kHz,1.0836 ?,88.1534 °
700 kHz,1.2582 ?,88.2103 °
800 kHz,1.415 ?,88.0868 °
900 kHz,1.5789 ?,87.9492 °
