Frequency,Z,?°
200 kHz,396.858 m?,90.4572 °
300 kHz,602.091 m?,90.2736 °
400 kHz,803.37 m?,89.7248 °
500 kHz,994.741 m?,89.216 °
600 kHz,1.1892 ?,89.1407 °
700 kHz,1.3823 ?,89.1015 °
800 kHz,1.5568 ?,88.9824 °
900 kHz,1.7389 ?,88.7865 °
