,FileName,Kap_6_F,Kap_7_F,Kap_8_F,Kap_9_F,Kap_10_F,Oil,Speed,Temperature,Load,Film
137,2018_05_04_08_58_49_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.703076E-10,FVA3,0.272,23,20,212.6
138,2018_05_04_08_58_54_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.669035E-10,FVA3,0.272,23,20,212.6
139,2018_05_04_08_58_59_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.649846E-10,FVA3,0.272,23,20,212.6
140,2018_05_04_09_00_25_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.508856E-10,FVA3,0.382,23,20,314.9
141,2018_05_04_09_00_31_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.78998E-10,FVA3,0.382,23,20,314.9
142,2018_05_04_09_00_36_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.545583E-10,FVA3,0.382,23,20,314.9
143,2018_05_04_09_00_42_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.704332E-10,FVA3,0.382,23,20,314.9
144,2018_05_04_09_02_40_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.644531E-10,FVA3,0.749,23,20,374.2
145,2018_05_04_09_02_46_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.717189E-10,FVA3,0.749,23,20,374.2
146,2018_05_04_09_02_51_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.815731E-10,FVA3,0.749,23,20,374.2
147,2018_05_04_09_02_57_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.854477E-10,FVA3,0.749,23,20,374.2
148,2018_05_04_09_03_03_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.632411E-10,FVA3,0.749,23,20,374.2
149,2018_05_04_09_04_44_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.755187E-10,FVA3,1.05,23,20,518.2
150,2018_05_04_09_04_50_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.739597E-10,FVA3,1.05,23,20,518.2
151,2018_05_04_09_04_56_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.678374E-10,FVA3,1.05,23,20,518.2
152,2018_05_04_09_05_03_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.575227E-10,FVA3,1.05,23,20,518.2
153,2018_05_04_09_08_15_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.736323E-10,FVA3,1.05,23,20,518.2
154,2018_05_04_09_08_23_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.644992E-10,FVA3,1.05,23,20,518.2
155,2018_05_04_09_08_29_m006,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.467327E-10,FVA3,1.05,23,20,518.2
156,2018_05_04_09_52_35_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.530699E-10,FVA3,0.1,23,20,10.2
157,2018_05_04_09_52_40_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.662206E-10,FVA3,0.1,23,20,10.2
158,2018_05_04_09_52_45_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.497435E-10,FVA3,0.1,23,20,10.2
159,2018_05_04_09_53_14_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.619067E-10,FVA3,0.14,23,20,43
160,2018_05_04_09_53_30_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.533892E-10,FVA3,0.14,23,20,43
161,2018_05_04_09_53_35_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.808495E-10,FVA3,0.14,23,20,43
162,2018_05_04_09_53_41_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.755341E-10,FVA3,0.14,23,20,43
163,2018_05_04_09_53_45_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.647038E-10,FVA3,0.14,23,20,43
164,2018_05_04_09_55_14_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.68517E-10,FVA3,0.248,23,20,198.9
165,2018_05_04_09_55_20_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.690147E-10,FVA3,0.248,23,20,198.9
166,2018_05_04_09_55_27_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.728198E-10,FVA3,0.248,23,20,198.9
167,2018_05_04_09_57_12_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.650784E-10,FVA3,0.533,23,20,381.9
168,2018_05_04_09_57_18_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.766738E-10,FVA3,0.533,23,20,381.9
169,2018_05_04_09_57_23_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.628E-10,FVA3,0.533,23,20,381.9
170,2018_05_04_09_57_28_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.914279E-10,FVA3,0.533,23,20,381.9
171,2018_05_04_09_59_12_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.656357E-10,FVA3,1.05,23,20,587.3
172,2018_05_04_09_59_20_m007,1.008187E-10,1.008612E-10,9.383346E-11,1.000262E-10,1.630303E-10,FVA3,1.05,23,20,587.3
