Ladekurvenmessung
Zeit: 2018_05_23 14.38.05
Info: T80, F20N, 0.857
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
0	0.002447	0.013623	0.015924	0.016088	0.01428	-0.037328	0.010007	0.007049	0.007213	0.000803	0.004419	0.003104	0.00146	0.001296	-0.004949	-0.001169	-0.004949	-0.001169	-0.00347	-0.001334	-0.002648	-0.005278	-0.00725	-0.003799	0.002775	-0.010373	-0.00988	-0.009716	-0.012017	-0.014318	-0.007579	-0.007744	-0.004949	-0.01251	-0.019413	-0.022864	-0.010702	-0.026809	-0.010373	-0.018098	-0.023193	-0.009058	-0.005278	0.00031	-0.018262	-0.01514	-0.023029	-0.017605	-0.019249	-0.024344	-0.00988	-0.016948	-0.018755	-0.006429	-0.017769	-0.019249	-0.016783	-0.014153	-0.011524	-0.01366	-0.014482	-0.013496	-0.01251	-0.014647	-0.017769	-0.027631	-0.010373	-0.009223	-0.003799	-0.010373	-0.00988	-0.004785	-0.002484	-0.001334	-0.004128	0.001132	-0.001827	0.000967	-0.001334	-0.034041	-0.001827	0.00031	0.000639	-0.001005	-0.001334	-0.002648	-0.003142	-0.001334	-0.078581	0.000474	-0.001991	-1.9e-05	0.003104	0.000967	-0.001005	0.007049	0.000803	0.003268	0.010336	0.005898
1	0.006227	0.014116	0.018061	0.015102	0.01576	-0.036506	0.013459	0.009021	0.008692	-0.000676	0.004583	0.005241	0.002282	0.001954	-0.004128	0.000639	-0.004128	0.001954	-1.9e-05	-0.000183	-0.002977	-0.004128	-0.005771	-0.006264	0.003761	-0.007744	-0.007415	-0.007744	-0.009387	-0.010538	-0.006757	-0.004456	-0.001991	-0.011688	-0.014975	-0.023522	-0.005936	-0.024672	-0.011031	-0.018591	-0.021385	-0.007744	-0.002977	0.002447	-0.017769	-0.013825	-0.022043	-0.013825	-0.01892	-0.023029	-0.009551	-0.016126	-0.014647	-0.006429	-0.015961	-0.016783	-0.017441	-0.011852	-0.011031	-0.011195	-0.013332	-0.012017	-0.013167	-0.013167	-0.015961	-0.027959	-0.012017	-0.004785	-0.005771	-0.007579	-0.005607	-0.003306	-0.002155	0.00146	-0.000676	0.000967	0.00146	0.002282	-0.001005	-0.031247	0.000639	0.00031	-0.000347	-0.000183	0.000803	0.000803	-0.002813	-1.9e-05	-0.078088	0.00294	0.000474	-0.000347	0.003761	0.003104	0.001625	0.006227	0.001625	0.006227	0.00935	0.006227
2	0.005076	0.015595	0.016746	0.013459	0.015431	-0.038807	0.012965	0.01428	0.00672	0.000803	0.006556	0.004583	0.004912	0.000639	-0.003306	0.000146	-0.003799	0.00031	-0.001662	-0.001005	-0.001991	-0.003142	-0.003963	-0.005936	0.004583	-0.009387	-0.008565	-0.009223	-0.013003	-0.011031	-0.008401	-0.005936	-0.003963	-0.011688	-0.015797	-0.022043	-0.003635	-0.02648	-0.008401	-0.01629	-0.021714	-0.00725	-0.004949	0.005569	-0.015633	-0.012674	-0.019577	-0.015468	-0.017276	-0.024344	-0.009223	-0.015468	-0.015468	-0.005771	-0.017276	-0.016619	-0.014482	-0.014975	-0.010702	-0.011359	-0.010866	-0.012181	-0.010702	-0.012839	-0.016454	-0.025165	-0.010209	-0.007744	-0.004128	-0.00988	-0.009387	-0.003306	-0.005936	-1.9e-05	-0.001498	-0.001334	0.000803	0.002447	-0.001827	-0.032726	-1.9e-05	0.001132	0.000639	0.00146	-0.000676	-1.9e-05	-0.000183	0.000639	-0.082197	0.00146	0.001296	-1.9e-05	0.004419	0.001625	0.001789	0.004748	0.001625	0.00672	0.011322	0.00935
3	0.006556	0.015102	0.017896	0.016088	0.015102	-0.040122	0.012965	0.008692	0.009185	0.001132	0.004583	0.005076	0.001789	0.000639	-0.005607	0.000474	-0.00347	0.000146	-0.000183	-0.001498	-0.001991	-0.002977	-0.002977	-0.002648	0.003761	-0.007415	-0.006593	-0.008401	-0.010866	-0.012346	-0.006429	-0.004128	-0.004128	-0.011359	-0.019249	-0.020235	-0.00347	-0.023686	-0.010538	-0.017276	-0.023851	-0.006757	-0.003306	0.001625	-0.018591	-0.012674	-0.0227	-0.017276	-0.019413	-0.023357	-0.00873	-0.015304	-0.016948	-0.007415	-0.015797	-0.014811	-0.014647	-0.012839	-0.010702	-0.014153	-0.014482	-0.013003	-0.012346	-0.013496	-0.016783	-0.025658	-0.011852	-0.004456	-0.005443	-0.010209	-0.008401	-0.004128	-0.003635	0.000639	-0.000676	-1.9e-05	-0.002155	0.000803	-0.001334	-0.032233	0.000474	-0.000347	-0.000512	0.000803	-0.001498	-0.001498	-0.000512	-0.000512	-0.085156	0.003597	0.000146	-0.001334	0.004583	0.000639	0.002447	0.008035	0.001954	0.005405	0.009843	0.006556
4	0.00672	0.01576	0.017074	0.016088	0.016746	-0.043738	0.013294	0.0105	0.006884	0.00031	0.006556	0.005241	0.005734	0.001789	-0.001498	0.001296	-0.004456	-0.001005	-0.001827	0.001789	-0.000512	-0.002813	-0.004621	-0.00347	0.005076	-0.005443	-0.009223	-0.009223	-0.011359	-0.011524	-0.007086	-0.002484	-0.00232	-0.010866	-0.017769	-0.02155	-0.004128	-0.024344	-0.009387	-0.01514	-0.0227	-0.007908	-0.005607	0.002282	-0.017276	-0.013003	-0.021878	-0.015304	-0.01892	-0.023522	-0.008894	-0.015961	-0.014318	-0.00725	-0.015961	-0.016619	-0.015961	-0.012181	-0.010209	-0.013167	-0.01251	-0.011031	-0.01251	-0.013332	-0.016619	-0.023851	-0.012017	-0.008565	-0.000841	-0.009387	-0.00725	-0.0061	-0.00347	0.00294	-0.003635	0.001296	0.000474	0.002775	-0.001498	-0.031082	0.00031	0.000146	-0.000512	0.000474	-0.000347	-0.001169	-0.000676	-0.000841	-0.089429	0.003104	0.001954	0.001132	0.003268	0.000803	0.00031	0.005569	0.000639	0.006227	0.011322	0.008199
5	0.00672	0.015595	0.016253	0.015924	0.017403	-0.047847	0.013459	0.008528	0.008857	0.002775	0.004583	0.006556	0.005076	0.002447	-0.007086	0.000474	-0.003963	-0.000676	-0.000841	0.000474	-0.003963	-0.00232	-0.005607	-0.004128	0.003761	-0.006757	-0.00873	-0.006757	-0.010373	-0.011524	-0.009223	-0.005114	-0.004292	-0.009058	-0.016948	-0.021221	-0.001498	-0.024837	-0.00988	-0.017441	-0.022536	-0.008401	-0.004949	0.000474	-0.016783	-0.013003	-0.02155	-0.016783	-0.019084	-0.025001	-0.009223	-0.016126	-0.017605	-0.008072	-0.017112	-0.016619	-0.015633	-0.013003	-0.010538	-0.013167	-0.013167	-0.013332	-0.010538	-0.013989	-0.015304	-0.027466	-0.012839	-0.005607	-0.004128	-0.012017	-0.004456	-0.004292	-0.004621	0.001954	-0.002155	-0.000676	-0.00232	0.002447	-0.001827	-0.032397	0.000474	-0.000512	-1.9e-05	0.000474	-0.002484	-0.001005	-0.000841	0.000803	-0.083512	0.003597	-1.9e-05	-0.000676	0.005076	0.003433	0.001296	0.00672	0.001296	0.005076	0.012308	0.007542
6	0.004583	0.015431	0.019704	0.013623	0.014773	-0.054421	0.012308	0.009185	0.009021	0.000146	0.005898	0.005241	0.002447	-1.9e-05	0.00031	0.000146	-0.004785	-0.001991	-0.000841	-0.000676	-0.000841	-0.005114	-0.003306	-0.004785	0.004912	-0.007908	-0.00873	-0.009551	-0.010538	-0.013167	-0.007744	-0.005607	-0.002155	-0.011524	-0.016948	-0.021714	-0.005607	-0.023851	-0.010702	-0.016619	-0.021221	-0.007579	-0.004456	0.002775	-0.017605	-0.011359	-0.021221	-0.014153	-0.019084	-0.023851	-0.00988	-0.015961	-0.01514	-0.009387	-0.017112	-0.01629	-0.015304	-0.013496	-0.011524	-0.013989	-0.012346	-0.012017	-0.011031	-0.010866	-0.016619	-0.023357	-0.011852	-0.008072	-0.006757	-0.010373	-0.006429	-0.001334	-0.00347	0.002282	-0.002155	-0.002484	-0.001334	0.00146	-0.000183	-0.031575	0.000474	-0.000183	0.00031	0.002118	-0.000841	-0.000512	0.000803	0.004255	-0.080882	0.004255	0.000639	-0.000841	0.004419	0.001296	0.001625	0.005241	-1.9e-05	0.005076	0.008857	0.010664
7	0.008528	0.016253	0.017732	0.015924	0.015266	-0.03026	0.011979	0.007706	0.008528	0.000146	0.003597	0.004748	0.003268	0.003433	-0.005278	-1.9e-05	-0.005114	0.001296	0.00031	-0.000347	-0.002484	-0.004949	-0.004128	-0.001827	0.003597	-0.005278	-0.008072	-0.007086	-0.008565	-0.011524	-0.008072	-0.005114	-0.002977	-0.010866	-0.016619	-0.021385	-0.003142	-0.023522	-0.009058	-0.018591	-0.023522	-0.007415	-0.0061	0.000803	-0.017605	-0.014482	-0.021056	-0.01629	-0.018262	-0.025001	-0.009716	-0.016783	-0.017441	-0.006593	-0.017934	-0.01629	-0.015633	-0.012346	-0.00988	-0.013989	-0.012181	-0.013003	-0.014647	-0.014975	-0.016783	-0.023522	-0.014153	-0.006429	-0.007086	-0.012346	-0.00725	-0.004128	-0.00347	0.001296	-0.005114	0.00031	-0.001991	0.000639	0.000803	-0.031411	0.000967	-1.9e-05	-0.001334	0.001132	0.000803	-0.001498	0.00031	0.001625	-0.075459	0.003433	0.000639	-1.9e-05	0.003926	0.001789	-0.000841	0.006556	-1.9e-05	0.005405	0.011322	0.002611
8	0.005734	0.013952	0.017732	0.017567	0.015924	-0.0061	0.011815	0.011158	0.007706	0.000474	0.003926	0.004419	0.007542	0.002282	-0.004128	0.000474	-0.003306	0.000639	-0.001005	0.000803	-0.002155	-0.00347	-0.004785	-0.003963	0.006227	-0.007415	-0.009551	-0.008237	-0.010209	-0.010702	-0.007908	-0.003306	-0.001005	-0.00988	-0.014811	-0.022043	-0.002813	-0.024837	-0.010538	-0.017112	-0.02007	-0.005443	-0.005771	0.000803	-0.01366	-0.014318	-0.020892	-0.014647	-0.017769	-0.023851	-0.007908	-0.015304	-0.017934	-0.007744	-0.017276	-0.017276	-0.014153	-0.010866	-0.010045	-0.013989	-0.012181	-0.011688	-0.011852	-0.013167	-0.017934	-0.023686	-0.012017	-0.007086	-0.00725	-0.00988	-0.007744	-0.004949	-0.00347	-0.000676	-0.00347	-0.005443	-0.002648	0.001789	-0.000841	-0.030425	-0.000512	-0.001005	-0.001005	0.000474	0.00031	-0.001005	0.001132	0.001132	-0.04308	0.003761	0.002118	0.000474	0.002775	0.000803	0.001625	0.004419	0.00146	0.004583	0.010664	0.006556
9	0.008528	0.014609	0.017074	0.014938	0.014609	-0.00873	0.012308	0.009021	0.00672	0.000474	0.00294	0.006884	0.003926	0.00146	-0.004128	-0.000347	-0.000512	-0.000841	-0.001991	-0.000512	-0.001498	-0.004621	-0.004949	-0.003635	0.002447	-0.005443	-0.010209	-0.008072	-0.011195	-0.013989	-0.009223	-0.005278	-0.001498	-0.010866	-0.016948	-0.020399	-0.00347	-0.024672	-0.011195	-0.017276	-0.022371	-0.006593	-0.005278	0.000803	-0.017934	-0.014811	-0.022043	-0.017112	-0.017769	-0.023686	-0.009551	-0.014318	-0.017112	-0.005936	-0.01892	-0.017441	-0.016619	-0.011688	-0.010209	-0.013825	-0.013332	-0.012017	-0.012181	-0.013825	-0.014975	-0.020235	-0.010702	-0.005771	-0.006757	-0.009387	-0.007744	-0.003799	-0.004621	-0.000183	-0.002648	-0.001005	-0.001169	0.000146	-0.000512	-0.032561	-0.000841	0.003433	-0.007415	0.000639	-0.001169	-0.001662	0.000474	0.002118	-0.030918	0.002118	0.001954	0.000639	0.004748	0.000967	0.002282	0.004748	0.003268	0.004912	0.010336	0.006227
