Ladekurvenmessung
Zeit: 2018_05_23 14.56.23
Info: T40, F27N, 1.24
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
0	0.016417	0.011979	0.017732	0.011815	0.009843	0.013459	0.016088	0.016746	0.011815	0.016746	0.013294	0.012308	0.014938	0.014938	0.012965	0.013294	0.014445	0.01576	0.01428	0.011815	0.01313	0.013294	0.014938	0.015102	0.01428	0.013294	0.010664	0.013787	0.007049	0.011815	0.012144	0.013294	0.010171	0.008363	0.013952	0.011979	0.013459	0.010007	0.011486	0.010993	0.012472	0.013294	0.008363	0.011651	0.012637	0.011979	0.001296	0.006062	0.013952	0.007049	0.005569	0.012308	0.011486	0.014116	-0.000512	0.015102	0.013294	0.013294	0.009678	0.012965	0.016253	0.01428	0.013623	0.014116	0.0105	0.00672	0.012965	0.011979	0.01313	0.011158	-1.9e-05	0.00935	0.012472	0.012801	0.012144	0.013294	0.012965	0.012965	0.012965	0.013459	0.012801	0.011158	0.010664	0.012308	0.013952	0.012308	0.00935	0.0105	0.011815	0.011815	0.009514	0.012308	0.011651	0.007213	0.010829	0.010336	0.007706	0.010664	0.009843	0.010336
1	0.019375	0.018061	0.018225	0.009678	0.016088	0.014773	0.016746	0.017567	0.014116	0.016581	0.013952	0.015431	0.012965	0.01576	0.016253	0.015102	0.01313	0.01691	0.016253	0.01313	0.014609	0.01691	0.01576	0.01691	0.012965	0.014773	0.013459	0.014938	0.007706	0.01576	0.012308	0.01428	0.0105	0.010993	0.01428	0.016088	0.015595	0.013623	0.013294	0.012472	0.014938	0.015266	0.011815	0.014609	0.013623	0.013294	0.008692	0.007706	0.014773	0.00787	0.008363	0.015102	0.014445	0.01313	0.001954	0.018225	0.013787	0.013952	0.012965	0.011651	0.013952	0.012472	0.015266	0.01428	0.012308	0.009021	0.011651	0.010829	0.016253	0.011651	0.002775	0.015266	0.013294	0.012965	0.013294	0.016581	0.013623	0.014938	0.013459	0.014938	0.014609	0.012144	0.011979	0.013952	0.010993	0.012308	0.008363	0.012801	0.009843	0.012472	0.010171	0.009843	0.013623	0.008035	0.011158	0.010336	0.009678	0.011815	0.011486	0.014938
2	0.022498	0.016581	0.020855	0.013952	0.015595	0.014938	0.012801	0.01954	0.014609	0.016746	0.014445	0.014116	0.016253	0.016746	0.014938	0.01576	0.015924	0.016581	0.016088	0.011979	0.014773	0.013623	0.016088	0.020033	0.01313	0.01428	0.012637	0.014116	0.007049	0.013952	0.012801	0.018061	0.011486	0.012637	0.014773	0.014445	0.015266	0.015595	0.013294	0.013623	0.014773	0.013459	0.009185	0.014116	0.013459	0.014609	0.009678	0.00787	0.015595	0.010993	0.009185	0.013623	0.012637	0.011322	0.001625	0.017239	0.016088	0.014773	0.011979	0.01428	0.014609	0.011979	0.014938	0.014116	0.013459	0.006391	0.015102	0.012801	0.015924	0.010993	0.00146	0.017074	0.012308	0.011979	0.012637	0.013294	0.013952	0.013623	0.013459	0.013294	0.012637	0.012144	0.011979	0.01313	0.014773	0.012637	0.009021	0.013623	0.014938	0.01313	0.013459	0.011486	0.013294	0.008199	0.012637	0.012801	0.008363	0.010336	0.011979	0.012308
3	0.019868	0.017567	0.017403	0.010171	0.015595	0.014773	0.01691	0.01691	0.01428	0.017567	0.011979	0.015924	0.014609	0.015595	0.016253	0.011158	0.014773	0.017403	0.016581	0.011979	0.014773	0.016253	0.014938	0.015595	0.014938	0.017074	0.012144	0.014938	0.008363	0.016581	0.013952	0.015595	0.010993	0.010993	0.015431	0.015595	0.015595	0.014609	0.014609	0.013952	0.016253	0.015102	0.010829	0.013952	0.012965	0.014445	0.009678	0.006884	0.013623	0.008692	0.008692	0.013952	0.014116	0.012472	0.00146	0.017896	0.01428	0.012801	0.011158	0.015431	0.014445	0.013459	0.014773	0.014116	0.011322	0.009185	0.013787	0.01313	0.015266	0.012144	0.002282	0.015595	0.011815	0.014116	0.01428	0.014116	0.013294	0.01576	0.01313	0.011651	0.013952	0.011815	0.012308	0.017896	0.004912	0.013787	0.011486	0.012144	0.010993	0.0105	0.010007	0.011486	0.014938	0.007049	0.010007	0.012308	0.0105	0.012801	0.010171	0.013787
4	0.021183	0.017239	0.018718	0.010993	0.014938	0.01576	0.015102	0.016746	0.013952	0.017567	0.012472	0.015266	0.015102	0.017403	0.015431	0.015595	0.015102	0.018718	0.016417	0.013459	0.014938	0.016746	0.015431	0.014609	0.012144	0.014938	0.009843	0.01428	0.007213	0.013623	0.01313	0.014773	0.010993	0.010829	0.01313	0.013952	0.016253	0.014116	0.014773	0.014773	0.014938	0.014445	0.011322	0.014773	0.014609	0.018225	0.008857	0.007377	0.014938	0.008692	0.008035	0.014773	0.01313	0.012144	0.003926	0.016581	0.017896	0.014938	0.012144	0.013459	0.015266	0.013623	0.015102	0.01428	0.013459	0.00787	0.01428	0.012472	0.018718	0.011651	0.004255	0.016746	0.012801	0.012637	0.013459	0.013294	0.015266	0.01428	0.012472	0.013952	0.012801	0.013294	0.009021	0.011979	0.012965	0.011815	0.0105	0.012637	0.012637	0.009678	0.0105	0.012144	0.013294	0.007706	0.0105	0.012472	0.006062	0.0105	0.010336	0.014116
5	0.021512	0.016088	0.017074	0.010664	0.014116	0.015595	0.017074	0.018225	0.01576	0.018225	0.015431	0.015595	0.014773	0.014773	0.016581	0.016746	0.013952	0.015431	0.017074	0.011979	0.016746	0.016581	0.015102	0.016253	0.01691	0.01576	0.012308	0.013459	0.007706	0.01428	0.016253	0.01428	0.010171	0.012965	0.014116	0.015595	0.011651	0.01313	0.014938	0.014116	0.016253	0.014445	0.010171	0.01428	0.010171	0.016417	0.009514	0.008199	0.017239	0.009021	0.007706	0.014609	0.01428	0.013952	0.002775	0.018061	0.015102	0.01428	0.015431	0.016253	0.01428	0.013952	0.014938	0.01313	0.011979	0.010664	0.01428	0.013952	0.014773	0.012472	0.003761	0.015431	0.010993	0.014116	0.01428	0.015266	0.012801	0.015266	0.014773	0.012965	0.013294	0.011651	0.014445	0.01313	0.011815	0.014609	0.010664	0.013623	0.011979	0.011322	0.009514	0.012308	0.012965	0.007542	0.009678	0.014609	0.009185	0.011979	0.011158	0.012801
6	0.019211	0.019868	0.018882	0.011486	0.01428	0.013952	0.015924	0.019375	0.01428	0.019704	0.013294	0.013952	0.013787	0.016088	0.016253	0.016581	0.015266	0.017896	0.014938	0.010664	0.014609	0.016581	0.01428	0.014609	0.011815	0.014445	0.012472	0.01428	0.007049	0.015102	0.012965	0.017239	0.011815	0.009678	0.012472	0.010664	0.015266	0.013787	0.014938	0.013623	0.016581	0.013294	0.010664	0.014773	0.013459	0.015924	0.009185	0.008692	0.015431	0.008199	0.0105	0.014938	0.013952	0.012472	0.003597	0.018554	0.017896	0.015595	0.010993	0.014773	0.014609	0.012472	0.013623	0.013294	0.013294	0.009185	0.013459	0.012144	0.01428	0.011651	0.003597	0.015595	0.011815	0.013294	0.004255	0.014609	0.01313	0.013459	0.012965	0.013294	0.011322	0.013294	0.012801	0.014116	0.012472	0.014609	0.010336	0.012965	0.013787	0.011815	0.009678	0.01313	0.014445	0.009021	0.010993	0.012965	0.009185	0.011651	0.011815	0.012965
7	0.021348	0.019375	0.018389	0.010829	0.015595	0.015102	0.017239	0.016088	0.016746	0.018389	0.013787	0.013952	0.013623	0.016253	0.015266	0.015266	0.014609	0.016417	0.017403	0.012144	0.016088	0.017074	0.014445	0.017403	0.012144	0.011651	0.010007	0.014938	0.008692	0.013294	0.013787	0.013952	0.011158	0.012472	0.014773	0.012144	0.015431	0.011815	0.015266	0.014116	0.01576	0.014116	0.010171	0.014938	0.012801	0.01313	0.009021	0.00672	0.014609	0.009021	0.009514	0.013787	0.012801	0.011322	0.00294	0.01691	0.013459	0.013952	0.01313	0.015595	0.013952	0.012801	0.016088	0.014609	0.010664	0.0105	0.013623	0.012965	0.015102	0.011651	0.004583	0.01576	0.012308	0.011486	0.012308	0.013294	0.012801	0.015102	0.014609	0.01313	0.011815	0.011158	0.012308	0.01428	0.014445	0.013952	0.010336	0.014609	0.010664	0.011158	0.010336	0.012965	0.013459	0.00935	0.011486	0.011815	0.008363	0.011322	0.009185	0.01313
8	0.020197	0.018882	0.018389	0.009514	0.014938	0.013787	0.015266	0.017403	0.016417	0.018718	0.015102	0.014938	0.015266	0.016417	0.017732	0.01691	0.014938	0.016581	0.015266	0.011486	0.013623	0.016746	0.015266	0.014445	0.014445	0.014609	0.012801	0.01428	0.008692	0.014445	0.013623	0.013952	0.011486	0.012308	0.013952	0.014445	0.015266	0.016088	0.014773	0.013787	0.013787	0.013294	0.0105	0.01576	0.013952	0.015595	0.009678	0.007542	0.016746	0.008692	0.009843	0.016088	0.012965	0.012472	0.002282	0.018718	0.013952	0.014773	0.006884	0.015266	0.013623	0.01313	0.015595	0.015595	0.011979	0.009185	0.015102	0.01313	0.015431	0.012637	0.001625	0.016088	0.012308	0.013787	0.013952	0.01576	0.013294	0.013952	0.013623	0.012472	0.012965	0.012801	0.012965	0.014609	0.012144	0.013623	0.010829	0.0105	0.012308	0.011486	0.010336	0.013459	0.011815	0.007377	0.01313	0.013294	0.007213	0.010171	0.0105	0.013952
9	0.021841	0.018882	0.017896	0.012144	0.016417	0.014445	0.017239	0.016088	0.016088	0.017403	0.015431	0.013787	0.014938	0.016581	0.01576	0.015924	0.01576	0.017896	0.016581	0.013952	0.013787	0.015924	0.016088	0.015431	0.014116	0.013459	0.015431	0.014609	0.008035	0.016253	0.012801	0.014116	0.011486	0.011322	0.013952	0.013459	0.016417	0.010664	0.014445	0.01428	0.018389	0.015431	0.010336	0.013623	0.012801	0.013787	0.008528	0.008035	0.016581	0.009185	0.008857	0.014773	0.013787	0.012144	0.00409	0.01576	0.014609	0.013294	0.011979	0.01576	0.013623	0.013294	0.01313	0.015924	-0.001005	0.012144	0.013294	0.013623	0.015266	0.012308	0.002447	0.015924	0.012637	0.012472	0.013294	0.01428	0.01313	0.014773	0.013623	0.014116	0.013623	0.012965	0.011979	0.013294	0.012308	0.014445	0.009843	0.010336	0.012308	0.012308	0.010171	0.01313	0.01313	0.009185	0.00935	0.012637	0.008035	0.011815	0.012472	0.01576
