Ladekurvenmessung
Zeit: 2018_05_04 09.59.26
Info: FVA3, v = 1.05, T = 23, F = 20, h = 587.3
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2
0	-0.000676	0.00146
1	0.004912	0.003104
2	0.004583	0.00294
3	0.003433	0.002447
4	-0.002155	-0.000676
5	-0.002977	0.001132
6	-0.000512	0.000803
7	0.000146	-0.000347
8	-0.000512	-0.000841
9	0.00294	0.000639
10	0.002447	-0.000676
11	0.002118	0.000474
12	0.00294	0.004255
13	0.002447	0.002447
14	0.004583	0.000803
15	-0.000512	-0.000512
16	-0.003142	0.002611
17	0.000474	0.001296
18	0.000803	0.003433
19	0.000146	-0.001169
20	0.001132	-0.003306
21	-0.000841	-0.003142
22	-0.000183	-0.000183
23	-0.002155	-0.006264
24	0.002118	-0.002813
25	-0.001662	0.000146
26	0.00294	-0.001991
27	0.000474	-0.000347
28	0.001296	0.000639
29	0.001789	-1.9e-05
30	0.001954	-0.001334
31	0.002282	0.00409
32	-0.000841	0.00146
33	0.001296	0.000474
34	0.002118	0.002447
35	0.00146	0.003597
36	0.001954	-0.002484
37	0.002282	0.000146
38	-0.001662	-0.000512
39	0.000967	0.001132
40	-0.003306	-0.003306
41	-0.001827	0.00294
42	-0.001498	0.001296
43	0.000474	0.001296
44	0.00146	0.003926
45	0.000967	0.004255
46	0.002282	0.000803
47	0.002282	-0.001498
48	0.003104	0.003761
49	0.000639	0.00031
50	0.001132	0.002118
51	0.002118	0.00031
52	0.00031	0.00294
53	0.001625	-0.002155
54	0.001789	0.001954
55	-0.003799	0.00031
56	-0.000841	0.002447
57	-0.001334	0.00031
58	-0.001169	0.000967
59	-1.9e-05	0.00031
60	-0.001169	0.000639
61	0.003926	0.000967
62	0.000803	0.001132
63	0.001789	0.004419
64	0.002118	-0.003635
65	0.002447	0.002447
66	-0.001991	0.001625
67	0.005569	0.000639
68	0.001789	0.000639
69	0.001789	0.007049
70	0.001132	-0.000512
71	0.002447	0.003761
72	-0.000841	0.000803
73	-0.003635	0.001625
74	0.001625	-0.003799
75	-0.001005	-0.001991
76	0.002611	-0.001498
77	0.003597	-0.00232
78	0.001296	-0.002813
79	0.00294	0.000146
80	0.001954	0.001954
81	0.002118	-0.000512
82	0.000967	0.002775
83	0.001132	-0.001169
84	0.001954	-0.000183
85	-0.000676	-0.000512
86	0.002282	-0.000183
87	0.000967	0.002611
88	-0.00232	0.005405
89	-0.002155	0.000639
90	-0.000183	0.005569
91	0.001625	0.004912
92	-0.001169	-0.000183
93	0.004748	0.002118
94	-0.000347	0.00294
95	0.001132	-0.003142
96	0.000967	-0.004292
97	0.002118	-0.001169
98	0.00146	-0.000183
99	0.003268	0.001789
100	0.002611	-0.000512
101	0.004912	-0.000512
102	0.00409	-0.001005
103	0.001625	0.000146
104	0.007213	-0.000347
105	0.003926	0.001132
106	-0.001169	0.000803
107	-0.000512	0.001296
108	0.001625	0.000146
109	-1.9e-05	0.00146
110	-0.000347	0.002447
111	0.001296	-0.000183
112	0.003926	0.003268
113	0.002611	0.001789
114	0.002775	0.001296
115	0.00146	-0.001498
116	0.003104	0.000803
117	0.004912	-0.003142
118	0.007213	-0.004949
119	0.003268	-0.002813
120	0.00146	-0.001005
121	0.002447	-0.001827
122	0.001954	0.001954
123	0.00294	0.003597
124	0.00146	0.00672
125	0.001296	0.006227
126	0.003104	0.000146
127	0.002775	0.002611
128	-0.000183	0.00146
129	0.004748	0.000639
130	-0.002648	-0.00347
131	0.001789	0.003761
132	0.001132	-0.001169
133	0.003926	0.000474
134	0.002447	-0.000183
135	0.002775	-0.000512
136	0.000803	-0.000183
137	0.002282	-0.001662
138	0.002611	-0.000512
139	-0.004128	0.003268
140	0.000967	0.002611
141	0.00031	-0.002484
142	0.002118	0.00294
143	-0.001005	-0.000183
144	0.002611	0.003433
145	-0.000347	-1.9e-05
146	0.003268	0.005076
147	0.002118	0.002775
148	0.00031	0.000967
149	0.001296	0.000474
150	0.002447	0.001625
151	0.001954	-0.001334
152	0.00294	-0.002648
153	0.000803	0.000639
154	-0.001498	0.000474
155	0.005734	0.003761
156	0.005405	-0.000841
157	0.00409	0.001789
158	0.002447	-0.001169
159	0.00294	0.000474
160	0.000967	0.000803
161	0.002118	0.003433
162	-0.002648	-0.000347
163	0.000474	0.00146
164	0.003268	0.001625
165	-0.001991	0.000803
166	0.005076	-0.000841
167	0.003104	0.00146
168	0.004583	-0.001498
169	0.002282	-0.003142
170	-0.001498	-0.001662
171	0.001954	-0.004456
172	0.002447	-0.001169
173	-0.001005	-0.000512
174	0.001625	0.001954
175	-0.001498	0.00409
176	0.000474	0.003926
177	0.002282	0.003104
178	0.000967	0.000639
179	0.000639	0.004912
180	0.001296	-0.001827
181	0.00146	-0.002813
182	0.001789	0.000967
183	0.00031	-1.9e-05
184	0.00031	0.000474
185	0.000639	-0.001827
186	-0.000183	0.001625
187	-0.000512	0.00031
188	-0.002648	0.000474
189	0.00409	0.000639
190	-0.00232	-0.004785
191	0.003926	-0.000183
192	0.003597	-0.001662
193	0.001625	0.000803
194	0.000967	0.000639
195	0.000967	0.002447
196	0.001132	-1.9e-05
197	0.00294	0.002447
198	0.003104	-0.000512
199	0.002611	-0.000512
200	0.001625	-0.001827
201	0.000146	-0.001005
202	0.005405	0.000146
203	0.00146	-0.002155
204	0.000639	0.000474
205	-0.001498	-0.002813
206	0.003761	-0.003142
207	0.001132	0.002118
208	0.004583	0.000803
209	0.005241	0.001954
210	0.006391	0.001296
211	0.004419	0.000474
212	0.00294	0.00146
213	0.002775	0.000967
214	0.004419	0.001954
215	0.001625	0.000474
216	0.003926	0.00031
217	0.002775	0.001789
218	0.000146	0.001789
219	-1.9e-05	0.002611
220	0.002447	0.000474
221	0.002282	0.00031
222	0.001132	-0.00347
223	0.003104	-0.003306
224	0.004583	-0.004128
225	0.004255	-1.9e-05
226	0.00146	0.000639
227	0.004419	0.001132
228	0.003104	-0.001498
229	0.003597	0.003104
230	0.003926	0.002447
231	0.00294	0.001296
232	0.003597	0.003433
233	0.001296	-0.000512
234	0.001132	0.005241
235	-0.003963	-0.006264
236	0.003926	0.00409
237	-0.001498	0.005405
238	0.00294	-0.001498
239	0.001789	-0.00347
240	0.001296	-0.001991
241	0.005569	-0.001334
242	0.005076	0.001132
243	0.006884	-0.001005
244	0.002775	0.002118
245	-0.000512	0.00031
246	-0.000347	-0.001169
247	0.001954	-0.001334
248	-0.001334	0.001296
249	0.001954	0.003926
250	-0.001169	-0.001005
251	-0.001005	0.002447
252	-0.000512	-0.000183
253	0.00294	0.000803
254	-0.000512	0.000803
255	-0.000512	0.001132
256	-0.005936	-0.002155
257	-0.001991	-0.000183
258	-0.001827	-0.001334
259	-0.001662	0.00031
260	-0.003963	-0.000841
261	-0.001498	-0.003142
262	-0.000183	0.000474
263	-0.004456	0.001132
264	0.002447	-0.001662
265	-0.001662	-0.000512
266	0.000146	-0.001005
267	-0.00347	-0.002155
268	-0.002155	-0.000512
269	-0.004785	-0.002155
270	-0.006922	-0.001169
271	-0.005607	0.000474
272	-0.003963	-0.000347
273	-0.002648	-0.003142
274	0.002775	-0.004949
275	0.001296	-0.00347
276	0.000639	-0.001827
277	-0.001991	-0.000676
278	-0.001991	0.000146
279	-0.002155	-1.9e-05
280	-0.003306	-0.001662
281	-0.003635	0.000967
282	-0.004949	0.00031
283	-0.001827	0.000803
284	-0.003142	0.001296
285	-0.004456	0.001132
286	-0.000676	0.001625
287	-0.002484	0.00294
288	-0.007579	0.000803
289	-0.005771	0.000639
290	-0.004621	-0.003799
291	-0.004621	-0.001005
292	-0.00347	-0.002484
293	-0.002813	-0.001827
294	-0.001334	0.001132
295	-0.004292	-0.003963
296	-0.000183	-0.000512
297	-0.002484	0.000639
298	-0.001005	0.003597
299	-0.001662	0.004748
300	-0.001169	0.004419
301	-0.001005	-0.001169
302	-0.000676	0.001625
303	-0.004621	-0.000512
304	0.000803	0.000967
305	-0.002977	0.000146
306	0.002447	0.001296
307	-0.000841	-0.002977
308	-0.001334	-0.001827
309	0.004748	0.001296
310	-0.002484	-0.002813
311	-0.000841	0.00146
312	-0.002155	-0.001005
313	0.000967	0.002775
314	-0.002484	-0.001827
315	-0.000676	0.000803
316	0.003104	0.002118
317	-0.000183	0.001789
318	-0.003142	-0.000512
319	-0.000512	0.001789
320	-0.002648	-0.00232
321	0.001296	-0.000183
322	0.000967	0.001789
323	0.002447	-0.003963
324	0.003761	-0.004785
325	-0.000676	-0.006429
326	0.001625	-0.001498
327	-0.001334	-0.002977
328	-0.000512	-0.000347
329	-0.002484	-0.002484
330	0.002447	0.001625
331	0.00146	-0.001169
332	0.001296	0.000146
333	0.000474	0.000474
334	0.001954	0.000474
335	-0.001827	-0.000841
336	-0.003799	0.001954
337	-0.004128	0.00031
338	-0.002813	0.002282
339	-0.004456	-0.001662
340	-0.001991	-0.002977
341	0.001132	0.00031
342	0.000146	-1.9e-05
343	0.000803	-1.9e-05
344	-0.000347	0.002611
345	-0.00232	-0.001334
346	-0.003799	-0.00347
347	-0.003963	0.000474
348	-0.001662	-0.002813
349	0.000639	0.001625
350	-0.001334	-0.002813
351	0.002447	-0.001334
352	0.001954	-0.002813
353	-0.005114	0.000474
354	0.000146	-0.000347
355	0.000967	0.001954
356	-0.00232	-0.001498
357	0.001296	-0.00347
358	0.000146	0.000474
359	-0.00347	-0.001005
360	-0.001991	-0.000183
361	-0.005607	-0.002155
362	-0.002155	0.000474
363	0.001296	-0.002155
364	-0.001498	0.000967
365	0.001132	-0.001169
366	0.002282	0.00294
367	0.000146	-0.001005
368	0.001954	-0.003142
369	0.001296	0.001954
370	-0.002155	-0.001005
371	-0.001827	-0.001991
372	0.000474	-0.000347
373	0.00031	-0.000347
374	-0.001334	-0.001827
375	-0.002484	-0.001827
376	-0.000841	-0.00232
377	0.000639	0.000474
378	-0.001005	-0.00232
379	-0.000347	-0.000512
380	-0.002155	-0.002155
381	0.003597	-0.000183
382	0.001954	-0.001498
383	0.000146	-0.001662
384	0.003926	-0.000841
385	-0.001991	-0.000183
386	-0.003635	0.00146
387	-0.001005	-0.000183
388	0.00031	-0.000183
389	-0.002484	-0.004785
390	0.000474	-0.001662
391	-0.00347	-0.002977
392	-0.00232	-0.000347
393	-0.000512	0.000639
394	0.001132	0.000967
395	-0.001498	0.000967
396	-0.001005	-0.000183
397	-0.001662	-0.001498
398	-0.000676	0.001625
399	0.001296	0.00031
400	0.001132	-0.005607
401	0.004419	-0.001169
402	-0.000841	-0.001334
403	0.000967	-0.002648
404	-1.9e-05	0.000967
405	0.001954	0.001625
406	-0.000512	-0.002648
407	-0.000347	0.000967
408	0.000639	0.001296
409	-0.001005	0.000639
410	-0.001005	0.00294
411	0.001789	0.001625
412	0.002611	0.00146
413	-0.003799	-0.00347
414	-0.000512	-0.003306
415	0.000639	-0.001827
416	0.00031	-0.000347
417	-0.000183	-0.001498
418	0.001132	-0.000841
419	-0.001498	-0.001991
420	0.004583	-0.001498
421	-1.9e-05	-1.9e-05
422	0.00294	-0.004292
423	0.002447	-0.002155
424	-0.001334	-0.001005
425	0.000803	-0.003635
426	0.001954	0.001954
427	-0.000512	-0.001991
428	0.000803	0.00031
429	-1.9e-05	0.001296
430	-0.003306	0.000803
431	0.00294	0.001132
432	-0.004456	0.006227
433	0.002775	-0.001169
434	-0.0061	-0.000512
435	-0.00232	0.000474
