Ladekurvenmessung
Zeit: 2018_05_03 13.40.03
Info: FVA3, v = 0.139, T = 40, F = 20, h = 135.0
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.00031	0.000146	-0.001991	0.000146	-0.000183	-1.9e-05	0.000803
1	-0.000183	-0.000183	-0.000183	-1.9e-05	-1.9e-05	-1.9e-05	0.001625
2	-0.000183	-1.9e-05	0.000474	0.000146	-1.9e-05	-0.000183	-0.001498
3	-1.9e-05	0.000146	0.001132	0.000146	0.000146	-1.9e-05	-0.000183
4	-0.000183	-0.000183	-0.001005	-1.9e-05	0.000146	0.000146	0.000146
5	0.000474	-1.9e-05	0.00031	0.000146	-0.000183	0.000146	-0.002484
6	0.002611	-1.9e-05	-0.001827	-0.000183	-1.9e-05	-1.9e-05	-0.000676
7	0.00031	-1.9e-05	0.000967	-0.000183	0.000146	0.000146	-0.001498
8	0.000146	-0.000183	0.001132	-1.9e-05	-0.000183	-1.9e-05	-0.002813
9	0.000146	0.000146	0.001296	-0.000183	0.000146	-1.9e-05	0.001789
10	0.00031	0.000146	-0.001827	-0.000183	-0.000183	-0.000183	-0.001005
11	0.000474	0.000146	-0.000347	-1.9e-05	0.000146	-1.9e-05	-0.000347
12	0.000146	0.000146	-0.000347	-1.9e-05	-1.9e-05	0.00031	-0.000676
13	0.00031	-0.000183	-0.000841	-1.9e-05	0.000146	-1.9e-05	-1.9e-05
14	-1.9e-05	-1.9e-05	-0.001169	-1.9e-05	-0.000183	0.000146	-0.001169
15	-1.9e-05	-1.9e-05	-0.00232	0.000146	-0.000183	0.00031	-1.9e-05
16	-1.9e-05	-0.000183	-0.001169	-1.9e-05	-1.9e-05	-1.9e-05	0.000803
17	-0.000512	-1.9e-05	-0.001334	-0.000183	-0.000183	0.000146	-0.000183
18	-1.9e-05	-1.9e-05	0.000146	-0.000183	-0.000183	-1.9e-05	0.000146
19	-0.000183	-0.000183	0.000803	0.000146	-0.000183	-0.000183	-0.001827
20	-1.9e-05	0.00031	-1.9e-05	0.000146	0.000146	-1.9e-05	0.001625
21	0.000146	-1.9e-05	-0.002977	-1.9e-05	0.000146	-1.9e-05	-0.001498
22	-1.9e-05	-1.9e-05	-0.00232	0.000146	0.000146	0.000146	0.003104
23	-0.000183	-1.9e-05	-0.000676	-1.9e-05	0.000146	0.000146	0.000803
24	-0.000183	0.000146	0.002611	-0.000183	0.00031	0.000146	-0.000841
25	-0.000183	-1.9e-05	-0.001498	0.000146	0.000146	0.000146	-0.003799
26	0.000146	-1.9e-05	-0.001334	-1.9e-05	0.000146	-0.000183	0.000967
27	-0.000183	-1.9e-05	-0.001005	0.000146	-0.000183	0.000146	-0.001827
28	-0.000347	-1.9e-05	-0.001498	-1.9e-05	-1.9e-05	-0.000347	-0.000841
29	-1.9e-05	-1.9e-05	-0.001005	-0.000347	-1.9e-05	-1.9e-05	-0.001334
30	0.000146	-1.9e-05	-0.000183	-1.9e-05	0.000146	-1.9e-05	0.001296
31	-0.000347	-0.000183	-0.000183	-0.000183	-0.000183	-0.000347	0.000803
32	0.000146	-1.9e-05	-0.000183	-1.9e-05	-0.000183	-0.000183	0.000146
33	0.000146	-1.9e-05	-0.001334	-1.9e-05	-0.000183	-1.9e-05	0.000146
34	0.000146	0.000146	-0.003306	0.000146	0.000146	-1.9e-05	0.000967
35	-0.000183	-1.9e-05	0.001954	-1.9e-05	-1.9e-05	-1.9e-05	0.003268
36	-1.9e-05	-0.000183	-0.001991	0.000146	-0.000183	0.000146	0.000639
37	-0.000512	-1.9e-05	0.000474	0.000146	-0.000347	-1.9e-05	0.001789
38	0.000146	-0.000183	-1.9e-05	0.000146	0.00031	-1.9e-05	-0.000183
39	-0.000347	-1.9e-05	0.001132	-1.9e-05	-1.9e-05	-0.000183	0.001954
40	0.00031	-0.000183	-0.002155	-1.9e-05	-0.000183	-1.9e-05	-0.002484
41	0.000146	-1.9e-05	0.000146	-1.9e-05	-0.000841	-0.000183	0.000474
42	0.000146	-0.000183	-0.002813	-0.000183	-1.9e-05	0.000474	-1.9e-05
43	0.000146	-1.9e-05	-0.001662	-0.000183	0.000967	-1.9e-05	0.00031
44	0.00031	-1.9e-05	-0.00232	0.000146	-0.000347	0.000146	-0.000183
45	0.000146	0.000146	-0.001827	-0.000183	0.00146	-0.000183	-0.001005
46	0.000146	0.000146	-0.000347	-1.9e-05	0.001132	0.000146	0.000474
47	0.000803	-1.9e-05	-0.002813	-1.9e-05	0.000639	0.000146	-0.00232
48	0.000639	-0.000183	-0.00232	-1.9e-05	-0.000841	0.000146	0.001132
49	0.001789	-1.9e-05	-0.002484	-1.9e-05	-1.9e-05	0.000146	0.000803
50	0.000474	-1.9e-05	0.00031	-1.9e-05	-0.000347	-0.000183	-0.001662
51	-0.000183	-1.9e-05	-0.000841	-1.9e-05	0.000146	-0.000347	0.001954
52	-0.000183	0.000146	-1.9e-05	-1.9e-05	0.005241	-0.000183	0.000967
53	-1.9e-05	-0.000183	-0.003635	0.000146	-0.002977	-1.9e-05	0.00146
54	-1.9e-05	0.000146	0.000474	-0.000183	-0.000183	-1.9e-05	-0.002155
55	-0.000183	-1.9e-05	-0.00347	-1.9e-05	-0.000512	-1.9e-05	0.000474
56	0.001789	-1.9e-05	-0.001169	-1.9e-05	0.000474	-1.9e-05	0.001132
57	-0.001005	-0.000183	-0.000841	-1.9e-05	-0.001991	-1.9e-05	-0.001334
58	0.002775	0.000474	-0.00347	0.000146	0.002282	-1.9e-05	0.000474
59	0.001132	-0.000183	-0.002977	0.000146	-0.001169	0.000146	-0.000347
60	-1.9e-05	-0.000347	-0.001662	-1.9e-05	0.001132	0.000146	0.000146
61	0.000146	0.000146	-0.001334	-1.9e-05	-0.000183	-1.9e-05	0.000146
62	0.000474	0.000146	-0.000183	-1.9e-05	0.000146	-1.9e-05	0.00031
63	0.000146	-0.000183	-0.001169	-0.000183	-1.9e-05	-1.9e-05	0.000146
64	0.00031	-1.9e-05	-0.00347	-1.9e-05	-1.9e-05	-1.9e-05	-0.000183
65	-1.9e-05	-1.9e-05	-0.001169	-1.9e-05	-1.9e-05	-1.9e-05	-1.9e-05
66	0.000146	-1.9e-05	-0.00232	-1.9e-05	0.000146	-1.9e-05	-1.9e-05
67	-1.9e-05	-1.9e-05	-0.001005	-1.9e-05	-0.000183	-0.000183	-1.9e-05
68	-1.9e-05	-1.9e-05	-0.001334	0.000146	-0.000347	0.000146	-0.000183
69	-1.9e-05	0.000146	-0.001334	-1.9e-05	0.000474	-0.000183	-0.000347
70	-0.000183	-1.9e-05	-0.00232	-1.9e-05	-0.000347	0.000146	-1.9e-05
71	-1.9e-05	-0.000183	-0.000676	0.000146	0.00031	-1.9e-05	-0.000183
72	-1.9e-05	-1.9e-05	-0.001827	-0.000183	-0.000841	-1.9e-05	-1.9e-05
73	-1.9e-05	-0.000183	-0.002813	-1.9e-05	-1.9e-05	-0.000183	0.000146
74	0.000146	-0.000183	-0.002648	-1.9e-05	-0.002648	-0.000183	0.000146
75	-1.9e-05	-0.000183	-0.000512	-0.000183	0.000474	-1.9e-05	-1.9e-05
76	-0.000183	0.000146	-0.00232	-0.000183	-0.000183	-1.9e-05	0.000146
77	-1.9e-05	0.000146	-0.000841	-0.000183	0.000474	0.000146	-1.9e-05
78	-1.9e-05	-1.9e-05	-0.001498	0.00031	-1.9e-05	0.000146	0.000146
79	0.000146	0.000146	-0.000841	-1.9e-05	0.000146	0.000146	-0.000183
80	-0.000183	-1.9e-05	-0.002155	-1.9e-05	0.000146	-1.9e-05	-0.000183
81	-1.9e-05	-0.000183	-0.000676	-1.9e-05	-1.9e-05	0.000146	-1.9e-05
82	-1.9e-05	-1.9e-05	-0.00232	-1.9e-05	-0.000183	-0.000183	-1.9e-05
83	-1.9e-05	-1.9e-05	-0.003142	-1.9e-05	-0.000183	-1.9e-05	-1.9e-05
84	-1.9e-05	-0.000183	-0.001334	-1.9e-05	-0.000512	-0.000183	0.000146
85	-1.9e-05	-1.9e-05	-0.003142	-1.9e-05	-1.9e-05	-1.9e-05	0.000146
86	-1.9e-05	-0.000183	-0.001169	-1.9e-05	-0.000183	-1.9e-05	-1.9e-05
87	0.000146	0.000146	-0.004292	-0.000183	-1.9e-05	0.000146	-1.9e-05
88	0.000146	-1.9e-05	-0.000841	-0.000183	0.000146	-1.9e-05	-1.9e-05
89	-1.9e-05	-1.9e-05	-1.9e-05	0.000146	-1.9e-05	-0.000183	-1.9e-05
90	-0.000183	0.000146	0.00031	0.000146	-0.000676	0.000146	-1.9e-05
91	-1.9e-05	-0.000347	-0.004128	-0.000183	0.000146	0.000146	-1.9e-05
92	0.000146	0.000146	-0.000841	-1.9e-05	0.000146	0.000146	-1.9e-05
93	0.000146	-0.000183	-0.002155	-0.000183	0.000639	-1.9e-05	0.00031
94	0.000146	-0.000183	-0.001334	-1.9e-05	0.000146	-1.9e-05	-0.000183
95	0.000146	-0.000347	-0.001991	-1.9e-05	0.00031	0.000146	0.000146
96	0.000639	-1.9e-05	-0.003142	0.000146	-0.001005	-1.9e-05	-1.9e-05
97	0.00146	-1.9e-05	-1.9e-05	-1.9e-05	-0.000347	-1.9e-05	0.000146
98	0.000474	-1.9e-05	-0.003963	-1.9e-05	0.00031	-0.000183	-1.9e-05
99	-0.000183	-0.000183	0.00146	-1.9e-05	-0.000347	0.000146	-0.000183
100	0.000639	0.000146	-0.000512	-1.9e-05	-1.9e-05	-1.9e-05	-1.9e-05
101	0.000146	0.000146	0.000967	0.000146	-1.9e-05	-1.9e-05	-1.9e-05
102	-1.9e-05	-1.9e-05	-0.001662	-1.9e-05	-0.000512	0.000146	0.000474
