Ladekurvenmessung
Zeit: 2018_05_03 11.58.18
Info: FVA3, v = 1.47, T = 60, F = 20, h = 337.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12
128	0.003268	-0.003306	-0.001498	0.00409	-0.003306	0.003926	-0.027138	-0.002977	-0.007744	-0.001498	-0.003635	-1.9e-05
129	0.000146	0.001296	0.002282	0.00294	-0.00347	0.009185	-0.021385	-0.000676	-0.0061	-0.002155	-0.003306	-0.005607
130	0.002447	-0.002813	-1.9e-05	0.002611	-0.00232	0.006556	-0.023851	0.003433	-0.004128	-0.002813	-0.003306	-0.000512
131	0.002282	-0.001498	0.001296	0.00294	-0.001662	0.00672	-0.024508	-0.003142	-0.002155	-0.000347	-0.005936	0.001132
132	0.00146	-0.003306	-0.001334	0.000967	0.000146	0.011322	-0.025001	-0.002155	-0.000347	-0.003799	-0.002648	-0.005278
133	0.002118	0.000146	0.000639	0.002775	-0.006264	0.004255	-0.023522	-0.000512	-0.005771	-0.003142	-0.0061	-0.007086
134	0.002118	-0.002813	-0.003142	0.002611	-0.001991	0.005898	-0.027302	-0.002648	-0.002648	-0.001498	-0.003963	-0.008401
135	0.001954	-0.002813	-1.9e-05	-1.9e-05	-0.006922	0.004748	-0.026973	-0.00232	-0.005114	-0.002155	-0.005607	-0.003963
136	0.001789	-0.002977	-0.000183	0.00031	-0.004785	0.005076	-0.024837	-0.004128	0.000474	-0.00232	-0.006264	-0.006264
137	0.003104	-0.002977	-0.001334	0.002447	-0.003799	0.003926	-0.025658	-0.008565	-0.001334	-0.001498	-0.001827	-0.009387
138	0.002282	-0.001662	-0.004949	0.003268	-0.005443	0.002611	-0.024672	-0.006264	0.000803	-0.002813	-0.004785	-0.005771
139	0.000803	-0.008894	-0.00347	0.000474	-0.006264	0.00409	-0.027138	-0.007415	-0.001169	-0.00232	-0.004456	-0.006429
140	0.000639	-0.003963	-0.0061	0.006884	-0.002484	0.00672	-0.024344	-0.006593	0.000803	-0.001991	-0.003635	-0.009387
141	-0.001169	-0.00347	-0.005936	0.002118	-0.006922	0.005734	-0.024015	-0.017112	-0.001005	-0.004292	-0.009387	-0.002813
142	-0.002813	-0.002977	-0.000676	-0.000841	-0.001169	0.003104	-0.021878	-0.004785	0.001132	0.000803	-0.005936	-0.004621
143	0.000803	-0.001991	-0.003799	0.001789	-0.004456	0.003433	-0.024344	-0.0061	-0.003635	-0.00232	-1.9e-05	-0.004621
144	-0.000841	-0.001334	-0.002648	-0.00232	-0.002484	-0.001005	-0.020892	-0.003142	-0.000347	-0.001005	-0.005936	-0.007086
145	-0.000183	0.003597	0.001296	-0.000347	-0.005278	0.000803	-0.024672	-0.00347	-0.000841	0.002611	-0.002484	-0.00988
146	-1.9e-05	-0.002648	0.003433	-0.001005	-0.002977	0.002447	-0.02155	-0.004621	-0.000841	-0.005114	-0.003799	-0.007086
147	-0.001005	-0.001662	0.00031	-0.001005	-0.001334	0.00294	-0.022371	-0.005936	0.000639	-0.002484	-0.000676	-0.007579
148	0.00031	-0.001169	0.001789	-0.001827	-0.001334	0.004748	-0.021385	-0.004621	0.000967	-0.001991	-0.003799	-0.00873
149	0.005241	-0.004621	-0.000183	-0.000347	-0.005443	0.000967	-0.020892	-0.002155	0.001296	-0.003142	-0.002484	-0.009716
150	0.001789	-0.000512	0.002447	-0.001334	-0.004456	0.00146	-0.021385	-0.002155	-0.000841	-0.003635	-0.006264	-0.007579
151	0.003104	-0.002977	0.000146	0.001789	-0.003635	0.004583	-0.022371	-0.002813	0.002447	0.001296	-0.007415	-0.009551
152	0.002611	-0.004456	0.000146	-0.001662	-0.003963	0.004583	-0.022207	-0.001991	-0.000183	-0.001169	-0.005607	-0.00347
153	0.001132	-0.001005	-0.002484	-0.000347	-0.001498	0.003597	-0.020563	-0.005114	0.00146	0.000474	-0.005278	-0.007579
154	-0.001169	-0.00232	0.001296	-0.001169	-0.004128	0.003597	-0.021221	-0.002977	0.001132	0.00146	-0.003963	-0.010209
155	0.000146	-0.001991	-0.00347	-0.000512	-0.001334	-0.001498	-0.018591	-0.003635	0.002611	-0.004128	-0.004292	-0.006264
156	-0.001662	0.000146	-0.000676	0.000146	-0.004621	0.001789	-0.019413	-0.001334	0.001132	-0.00873	-0.004621	-0.00725
157	0.00294	-0.004621	-0.001991	0.000474	-0.003963	0.00146	-0.019249	-0.003963	-0.000183	-0.00347	-0.005278	-0.007744
158	0.003597	-0.004128	-0.000512	0.001296	-0.005443	0.001296	-0.019249	-0.003963	0.003433	-0.001005	-0.003635	-0.004949
159	0.003104	-0.004128	-0.000347	0.001625	-0.003635	-0.00232	-0.017934	-0.00347	0.000639	-0.004949	-0.004456	-0.00873
160	0.001954	-0.002977	-0.001005	-0.000347	-0.003963	-0.001169	-0.017441	-0.00347	-0.003635	-0.00347	-0.003799	-0.006593
161	0.003433	0.003104	0.001954	0.000967	-0.003963	-0.005936	-0.017112	-0.002484	-0.001991	-0.002648	-0.004621	-0.008401
162	0.003104	-0.001169	0.000474	0.00294	-0.001169	-0.001498	-0.017605	-0.002813	-0.000676	-0.003963	-0.002977	-0.009387
163	0.001625	-0.001662	0.002775	0.000967	-0.00347	-0.004949	-0.015304	-0.004292	-0.003306	-0.003635	-0.005443	-0.008237
164	0.001296	0.000639	0.002118	0.001132	-0.001498	-0.002484	-0.016619	-0.002977	0.000146	-0.001005	-0.001005	-0.0061
165	0.000967	-0.000841	0.000474	0.002775	-0.002813	-0.000347	-0.014318	0.002282	-0.003142	-0.001827	-0.003306	-0.007744
166	0.003433	-0.002648	0.000146	0.002282	-0.002155	0.000803	-0.013825	-0.001334	-0.004128	-0.001827	-0.002977	-0.008894
167	0.001132	-0.000512	0.003761	0.001625	-0.002977	0.000803	-0.017441	0.000803	-0.003963	-0.002155	-0.008072	-0.004621
168	0.002611	-0.003799	0.001132	0.007542	0.00031	-0.000841	-0.016948	-0.000183	-0.003142	-0.002813	-0.00232	-0.007908
169	0.00146	-0.002813	-0.001169	-1.9e-05	-0.00347	0.000803	-0.015304	0.000146	-0.001991	-0.001498	-0.008401	-0.005114
170	0.001954	-0.001991	-0.000841	0.003104	-0.000183	-0.000841	-0.014975	0.000474	-0.003142	-0.00232	-0.006757	-0.009551
171	-0.001498	-0.001169	-1.9e-05	0.004255	-0.002648	0.000639	-0.010702	0.001132	-0.005114	-0.000512	-0.00873	-0.007415
172	-0.000347	0.001132	-0.00232	0.002611	-0.000676	-0.004949	-0.013825	-0.003142	-0.007579	0.003268	-0.008565	-0.008072
173	0.00146	-0.001005	-0.001005	0.010993	-0.001991	0.002611	-0.012839	-0.003635	-0.004621	0.003268	-0.005607	-0.002155
174	0.002447	-0.002813	-0.004128	0.002447	-0.000183	0.000639	-0.014318	-0.001662	-0.007415	-0.001169	-0.006757	-0.004292
175	-0.00232	-0.001991	-0.003799	0.005241	-0.001991	0.000967	-0.011359	-0.00232	-0.005114	0.000803	-0.007908	-0.001169
176	0.000803	-0.000676	-0.002813	0.003104	-0.002813	-0.004785	-0.010702	-0.001991	-0.003306	-0.001991	-1.9e-05	-0.004785
177	-0.001169	-0.001827	-0.001005	0.004255	-0.002648	-0.000183	-0.011031	-0.004128	-0.008565	-0.001169	-0.000183	-0.004621
